expte_code,fecha,gestion,se_giro_a,dependencia_actual
4839,2025-10-06,Documental en revisión - Se compartió planilla con Natalio,Subdirección de Infraestructura,Subdirección de Infraestructura
4839,2025-09-22,Documental en revisión,Subdirección de Infraestructura,Subdirección de Infraestructura
4840,2025-12-02,Se solicita la extensión del mantenimiento de la oferta día hasta el día 12 de diciembre 2025.,Dirección de Administración,INFRAESTRUCTURA
4840,2025-10-03,Se giró con nota de elevación mejor oferta TERMAIR $34.819.890,Dirección de Administración,Dirección de Admininstración
4840,1970-01-01,Documental en revisión,Subdirección de Infraestructura,Subdirección de Infraestructura
4836,2025-10-03,Se giró con nota de elevación mejor oferta TERMAIR $78.918.180,Direccion de Administración,Dirección de Administración.
4836,2025-09-23,Se solicitó por elárea técnica las O.C de los oferentes Teknik y Termair y extensión del mantenimiento de ofertas hasta el 31/10/2025.,Subdirección de Infraestructura,Subdirección de Infraestructura
4836,2025-09-22,"Documental en revisión : Ofertas Termair $78.918,180 ; Aclima $120.000.000; Teknik $97.980.000.",Subdirección de Infraestructura,Subdirección de Infraestructura
4836,2025-09-22,Documental en revisión,Subdirección de Infraestructura,Subdirección de Infraestructura
5025,2025-09-24,Pendiente ver,Subdirección de Infraestructura,Subdirección de Infraestructura
5475,2025-09-23,"Tiene Reso 2160/2025 - Continuidad por el término de un (1) mes, y adjudicar la misma a la firma “ACLIMA DE ESCOFE VICTOR DANIEL” a partir del vencimiento de la orden de compra n° 302/2025",Subdirección de Infraestructura,Subdirección de Infraestructura
5494,2025-09-29,TIENE RESO 2247/2025 por el término de un (1) mes y adjudicar la misma a la firma “INGENIERIA CAAMAÑO S.A.” a partir del vencimiento de la orden de compra n° 213/2025 ($3.560.000) y “ELEVADORES INTEGRAL S.R.L.” a partir del vencimiento de la orden de compra n° 214/2025 ($920.000).,Dirección de Administración,Dirección de Administración
5494,2025-09-24,Toma conocimiento y presta conformidad a la continuidad del trámite 214/2025 y 215/2025,Dirección de Administración,Dirección de Administración
6278,2025-10-17,Se elevó con documental 17/10/2025- JM Servicios $5.800.028,Subdirección de Contrataciones CSJN,Subdirección de Contrataciones
6278,2025-09-29,Se compartió con Federico Lobos (comentarios resueltos),Correo electrónico Fede Lobos,Correo electrónico Fede Lobos
6278,2025-09-25,Pendiente revisar P.E.T,Correo electrónico Fede Lobos,Correo electrónico Fede Lobos
5507,2025-09-25,"Tiene RESO 2224/2025 contratación de la provisión y ejecución de solado granítico para los halls de acceso y ascensores de planta baja del Palacio de Justicia de la Nación, y adjudicar a la firma “JUAN BLANGINO S.A.” por la suma total de pesos treinta y siete millones cuarenta y dos mil ciento cincuenta ($37.042.150,00)",Subdirección de Contrataciones,Subdirección de Contrataciones
5507,2025-09-15,Se elevó con documental,Subdirección de Contrataciones,Subdirección de Contrataciones
6300,2025-10-16,"Tiene RESO 2387/2025 - Se elevó con documental JM $178.529.220,00",SUBDIRECCIÓN DE COMPRAS,Subdirección de Contrataciones CSJN
6300,2025-09-29,"Se elevó con documental JM $178.529.220,00",SUBDIRECCIÓN DE COMPRAS,Subdirección de Contrataciones CSJN
6300,2025-09-29,"P.E.T en revisión, se compartió con Delfina.",Correo electrónico Delfina Infra.,Correo electrónico Delfina Infra.
5878,2025-10-24,"Resolución 2481/2025 “PRODMOBI S.A.”, por la suma total de pesos ciento setenta y un millones ochenta y tres mil noventa y nueve con cincuenta y un centavos ($ 171.083.099,51.",Dirección de Administración,Dirección de Administración
5878,2025-10-03,"Se giró con nota de elevación mejor oferta PRODMOBI $171.083.099,51",Dirección de Administración,Dirección de Administración
5878,2025-10-03,Modificaciones en la nota de elevación,Subdirección de Infraestrcutura,Subdirección de Infraestrcutura
5878,2025-09-29,"Revisado, y compartida la planilla de control con Infra.",Subdirección de Infraestrcutura,Subdirección de Infraestrcutura
5878,1970-01-01,Pendiente revisar documental,Subdirección de Infraestrcutura,Subdirección de Infraestrcutura
5769,2025-09-29,"Se prestó conformidad a la continuidad del trámite -1 mes BRUQUETAS SEBASTIAN JAVIER $260.800,00",Subdirección de Contrataciones,Subdirección de Contrataciones
4894,2025-10-08,Toma conocimiento-,Institucionales,En esta Dirección
4894,2025-09-30,Pendiente rta,En esta Dirección,En esta Dirección
5477,2025-10-01,"Se prestó conformidad la oferta presentada por la firma Ever Safe S.R.L., por un monto total de $ 1.847.670",Subdirección de Contrataciones,Subdirección de Contrataciones
6127,2025-12-09,"RESO 3054/2025 APERTURA - LLAMADO A LICITACIÓN 9/12/2025 ($ 130.391.062,92)",Dirección de Administración,Dirección de Administración
6127,2025-11-06,Volvió el expediente con el pase para Rubricar PET,Dirección de Administración,Dirección de Administración
6127,2025-10-29,Consulta por correo sobre el PET,Dirección de Administración,Dirección de Administración
6127,2025-10-03,Se remitió listado de oferentes para solicitar presupuestos referenciales vía correo electrónico (Guadalupe Cuello),Dirección de Administración,Dirección de Administración
6127,2025-10-02,"Se caratuló el expediente, se elevó la nota con el Pliego propuesto.",Dirección de Administración,Dirección de Administración
5474,2025-10-16,"Resolución n° 2369/2025 “PITTELLI SANTIAGO” los renglones 1, 2, 3, 4 y 5 por la suma total de pesos un millón trescientos noventa y seis mil quinientos veinte ($1.396.520.-",Compras,Compras
5474,2025-10-03,Presta conformidad a la continuidad del trámite - Adquisición de insumos para el Dpto. de logística $1.396.520,Compras,Compras
5474,2025-10-03,Pendiente ver,En esta Dirección,En esta Dirección
5475,2025-10-09,"Resolucón 2348/2025 “PITTELLI SANTIAGO” el renglón 1 -ítems 1, 2, 3, 4, 5, 6 y 7- por la suma total de pesos tres millones doscientos cincuenta mil ocho ($3.250.008.-),",Administración,Compras
5475,2025-10-06,Presta conformidad a la continuidad del trámite - Adquisición de carros de limpieza $3.250.008,En esta Dirección,Compras
5475,2025-10-02,Pendiente ver,En esta Dirección,En esta Dirección
6540,2025-11-03,"Reso 2591/2025 -adjudicar a la firma “GEOBAUEN S.R.L.” por la suma de : $ 69.950.000,00",Subdirección de Infraestrcutra (Marcos Córdoba),Administración
6540,2025-11-03,Se encuentra en Jurídicos- desde 3/11/2025,Subdirección de Infraestrcutra (Marcos Córdoba),DIRECCION JURIDICA GENERAL DE LA CSJN - DRA. NATALIA M. GOLISANO
6540,2025-10-22,Se elevó con documental -,Subdirección de Infraestrcutra (Marcos Córdoba),Subdirección de Compras
6540,2025-10-17,Tiene carátula- Documental subiedno,Subdirección de Infraestrcutra (Marcos Córdoba),Subdirección de Infraestructura
6540,1970-01-01,Versión Final P.E.T- Compartido con Marcos Córdoba,Subdirección de Infraestrcutra (Marcos Córdoba),Subdirección de Infraestrcutra (Marcos Córdoba)
6540,1970-01-01,P.ET en reformulación - Compartido con Marcos Córdoba,Subdirección de Infraestrcutra (Marcos Córdoba),Subdirección de Infraestrcutra (Marcos Córdoba)
6540,,No está en esta Dirección,Subdirección de Infraestrcutra (Marcos Córdoba),Subdirección de Infraestrcutra (Marcos Córdoba)
SN Oficinas Inmigrantes,,No está en esta Dirección,Subdirección de Infraestrcutra (Marcos Córdoba),Subdirección de Infraestrcutra (Marcos Córdoba)
5048,2025-10-24,Resolución 2482/2025 - adjudicar a la firma “GARGANO TOMAS EDUARDO” por la suma total de pesos un millón quinientos noventa mil ($ 1.590.000.-,En esta Dirección,Subdirección de Infraestructura
5048,2025-10-08,Gírese a Subdirección de Infraestructura para su intervención,En esta Dirección,Subdirección de Infraestructura
5048,1970-01-01,Pendiente evaluar área técnica,En esta Dirección,En esta Dirección
6288,2026-02-02,Viernes 30/1 - nos reenviaron la nueva planilla para pedir cotización desagregada por ítem (Augusto envía los correos el 2/2/2026) - Se solicitó el archivo del 7122/2023 y del 6255/2023),Compras,Compras
6288,2026-01-30,Viernes 30/1 - nos reenviaron la nueva planilla para pedir cotización desagregada por ítem (Augusto envía los correos el 2/2/2026),Compras,Compras
6288,2025-01-26,Se rubricó fs 80 a 118 - modificaron la planilla de cotización,En esta Dirección,Compras
6288,2025-01-26,Para rubricar fs 80 a 118,En esta Dirección,En esta Dirección
6288,2025-12-17,Se eleva con rectificaciones y nuevo presupuesto oficial para los primeros 12 meses : $235.039.128 y para los segundos 12 meses: $311.750.664.,DIRECCIÓN DE ADMINISTRACIÓN,Subdirección de Compras
6288,2025-12-16,Pendiente elevar con rectificaciones y nuevo presupuesto oficial para los primeros 12 meses : $235.039.128 y para los segundos 12 meses: $311.750.664.,DIRECCIÓN DE ADMINISTRACIÓN,EN ESTA DIRECCIÓN
6288,2025-12-02,Proyecto de respuesta (definir rol Supervisor/ Estructura de costos/ Alta laboral según 1545/25 y Presupuesto oficial desagregado - faltan correos con planilla de cotización correcta),DIRECCIÓN DE ADMINISTRACIÓN,DIRECCIÓN DE ADMINISTRACIÓN
6288,2025-11-27,Tiene observaciones el Pliego - Pendiente resolver,DIRECCIÓN DE ADMINISTRACIÓN,DIRECCIÓN DE ADMINISTRACIÓN
6288,2025-10-29,Se enviaron por correo las especificaciones técnicas para revisión (Lucía S.),DIRECCIÓN DE ADMINISTRACIÓN,DIRECCIÓN DE ADMINISTRACIÓN
6288,2025-10-08,NOTA DE ELEVACIÓN,DIRECCIÓN DE ADMINISTRACIÓN,DIRECCIÓN DE ADMINISTRACIÓN
33902025,2025-10-23,Se respondió oficio - solicitando que sirva informar la fecha y hora de la pericia-,Mesa administrativa,Mesa administrativa
33902025,2025-10-13,Solicita la colaboración de la Dirección de Bibliotecas,Dirección de Bibliotecas,Dirección de Bibliotecas
5209,2025-10-27,"RESOLUCION DA Nº 2489/2025 ($8.446.544,05)",Dirección de Administración,DIRECCIÓN DE ADMINISTRACIÓN
5209,2025-10-14,"Se presta conformidad ($8.446.544,05)",Dirección de Administración,DIRECCIÓN DE ADMINISTRACIÓN
5209,,Pendiente revisar,En esta Dirección,En esta Dirección
6133,,Pendiente revisar,En esta Dirección,En esta Dirección
6600,2025-10-31,"Resolución 2538/2025 - mantenimiento integral ,preventivo y correctivo de los equipos acondicionadores de aire instalados en el edificio del cuerpo medico forense por (4) meses o hasta el efectivo inicio del servicio que se tramita por Exp. 4836/2025 y adjudicar la misma a la firma “ACLIMA DE ESCOFE VICTOR DANIEL”, a partir del vencimiento de la orden de compra n° 389/2025 -Total: $ 4.960.000, a razón de pesos mensuales un millón doscientos cuarenta mil ($ 1.240.000), en un todo de acuerdo a lo manifestado",Dirección de Administración,Dirección de Administración
6600,2025-10-27,Se presta conformidad a la continuidad por 4 meses con ACLIMA por $ 1.280.000,En esta Dirección,Dirección de Administración
6595,2025-10-27,Se presta conformidad a la continuidad por 4 meses,En esta Dirección,En esta Dirección
6593,2025-10-31,"Resolución 2535/2025 - Morgue judicial sito en junin 760/viamonte 2151 de la caba, (4) meses o hasta el efectivo inicio del servicio que se tramita por Exp. 4840/2025 “ACLIMA DE ESCOFE VICTOR DANIEL”, al Vto OC n° 388/2025 -suma total: mil $ 7.800.000 y mensual $ 1.950.000.",En esta Dirección,Dirección de Administración
6593,2025-10-27,Se presta conformidad a la continuidad por 4 meses con ACLIMA por un total de $ 7.800.000.,En esta Dirección,Dirección de Administración
6597,2025-10-31,"Resolución 2537/2025. Por el término de 4 meses o hasta el efectivo inicio de los servicios (expte. 4838/2025 y 4839/2025): “INGENIERIA CAAMAÑO S.A.” al vto OC n° 413/2025 -($ 14.240.000 - mensual: $ 3.560.000 y“ELEVADORES INTEGRAL S.R.L.” al vto oc n° ° 414/2025 : ($ 5.252.000), (mensual: $ 1.313.000).",Dirección de administración,Dirección de Admininstración
6597,2025-10-27,Se presta conformidad a la continuidad por 4 meses CAAMANO mismo valor. ASCENSORES INTEGRAL $ 1.313.000 mensual,En esta Dirección,Dirección de Admininstración
6599,2025-10-30,"Resolución 2529/2025 - servicio de mantenimiento integral, preventivo y correctivo y con atención diaria para la instalación termomecánica Jean Jaures n° 545 por (4) meses o hasta el efectivo inicio del servicio que tramita por expediente n° 4837/2025 Adjudicar a “ TEKNIK S.R.L.”, a partir del vto OC ° 390/2025 -MONTO TOAL: $ 21.170.896. Y MENSUAL: $ 5.292.724.",Compras,Dirección de Administración
6599,,"Se presta conformidad a la continuidad a TEKNIK por 4 meses. Modifica valores $ 5.210.030,03 mensuales",En esta Dirección,Dirección de Administración
6594,2025-10-30,"Resolución 2530/2025- servicio de mantenimiento integral, preventivo y correctivo de los equipos termomecánicos - OVD , (4) meses o hasta el efectivo inicio del servicio que tramita por expediente n° 4836/2025. “TEKNIK S.R.L.” O.C N°° 387/2025 -POR LA SUMA TOTAL DE :$ 7.367.044 y MENSUAL: $ 1.841.761.",Compras,SUBDIR. DE COMPRAS- APERTURAS Y NOTIFICACIONES
6674,2025-10-31,"RESOLUCIÓN 2541/2025- (01) grupo electrógeno de emergencia, instalado en el edificio del Cuerpo Médico Forense,y de un (01) grupo electrógeno de emergencia, instalado en OVD por el término de un (1) mes y - “BRUQUETAS SEBASTIAN JAVIER”, a partir del vencimiento de la orden de compra n° 419/2025 -en los mismos términos y condiciones técnicas y económicas oportunamente pactados en la orden de compra mencionada-, por la suma total de pesos doscientos sesenta mil ochocientos ($ 260.800.-), a razón de pesos por grupo electrógeno ciento treinta mil cuatrocientos ($ 130.400).",Dirección de Administración,Dirección de Administración
6674,2025-10-31,"RESOLUCIÓN 2541/2025- (01) grupo electrógeno de emergencia, instalado en el edificio del Cuerpo Médico Forense,y de un (01) grupo electrógeno de emergencia, instalado en OVD por el término de un (1) mes y - “BRUQUETAS SEBASTIAN JAVIER”, a partir del vencimiento de la orden de compra n° 419/2025 -en los mismos términos y condiciones técnicas y económicas oportunamente pactados en la orden de compra mencionada-, por la suma total de pesos doscientos sesenta mil ochocientos ($ 260.800.-), a razón de pesos por grupo electrógeno ciento treinta mil cuatrocientos ($ 130.400).",Dirección de Administración,Dirección de Administración
6674,2025-10-27,Pendiente revisar,En esta Dirección,En esta Dirección
6847,,Se caratuló,No está en esta Dirección,No está en esta Dirección
5230,2025-10-31,"Resolución 2539/2025. Por el término de 12 meses. GRUPO EFIA SRL $62.999.999,36 ($4.833.333,28 Mensuales y $5.000.000 por tareas especiales de única vez).",Subdirección de Contrataciones,Subdirección de Contrataciones
5230,2025-10-27,Sin objeciones (Correo electrónico) empresa Grupo Efia con sanciones -,Subdirección de Contrataciones,Subdirección de Contrataciones
5230,2025-10-27,Pendiente dar respuesta al correo 27/10/2025 - Grupo Efia con sanciones,Subdirección de Contrataciones,Subdirección de Contrataciones
5230,2025-10-15,Se elevó con documental en fecha 15/10/2025 - Grupo Efia $57.999.999,Subdirección de Contrataciones,Subdirección de Contrataciones
6815,2025-11-10,"Con RESO 2693/2025. Contratar con la firma VIDITEC S.A. la provisión e instalación de un sistema de sonido para el salón de Derechos Humanos del Palacio de Justicia, por la suma total de $104.306.480,00.-",Compras,Compras
6815,2025-11-05,Se elevó con documental,Compras,Compras
6815,2025-11-04,Cargando documental- Pendiente,En esta Dirección,En esta Dirección
6815,,Se caratuló,En esta Dirección,En esta Dirección
6849,2025-11-11,Se elevó con documental,Compras,COMPRAS
6849,2025-10-30,Se caratuló,No está en esta Dirección,No está en esta Dirección
6598,2025-10-31,"Resolucón 2536/2025.mantenimiento integral preventivo y correctivo de los ascensores electromecánicos instalados en los edificios sito en calle H. Yrigoyen 2041 yJean Jaures 545 y la plataforma hidráulica instalada en Jean Jaures 545 CABA, (4) meses o hasta el efectivo inicio del servicio que tramita por expediente n° 4839/2025 firma “ASC TELEI S.R.L.” a partir del vto OC n° 401/2025 - por la suma total $ 5.520.000 y mensual $ 1.380.000.",No está en esta Dirección,No está en esta Dirección
6598,2025-10-28,Se prestó conformidad a la continuidad por el término de 4 meses -nuevo valor.,No está en esta Dirección,No está en esta Dirección
6823,2025-11-04,Presta conformidad a la continuidad del trámite. Partida especial $1.700.000 (reparaciones : de dos bajadas de agua fría que van desde el 6to piso al 1er piso del edificio de esta Dirección. ),DIRECCIÓN DE ADMINISTRACIÓN,En esta Dirección
5756,2025-11-06,Se respondió Vencimiento 6/11/2025,INSTITUCIONALES,INSTITUCIONALES
5756,2025-11-04,Vencimiento 6/11/2025,En esta Dirección,En esta Dirección
6754,2025-12-01,"RESO 2999/2025 - por el término de 4 meses o hasta el efectivo inicio del servicio que tramita por expediente n° 4535/2025,firma “ISMATEC S.R.L.”, a partir del vto o.c n° 467/2023 -por la suma total de $ 23.220.000 y mensual de $5.805.000",Compras,Compras
6754,2025-11-19,Compras pidió una mejora (ESC INCORPORADO) Presta conformidad a la continuidad con nueva propuesta económica $ 5.805.000 mensuales- total $23.220.000,Compras,Compras
6754,2025-11-10,Se solicita la continuidad con idéntico proveedor por el plazo de 4 meses o hasta la efectiva adjudicación del servicio que tramita por expediente 4535/2025,Compras,En esta Dirección
6754,2025-11-10,Se solicita la continuidad con idéntico proveedor por el plazo de 4 meses o hasta la efectiva adjudicación del servicio que tramita por expediente 4535/2025,Compras,En esta Dirección
6754,2025-11-05,Pendiente ver,En esta Dirección,En esta Dirección
7143,2025-12-26,"Con reso 3416/2025 . contratación de trabajos menores de adecuación de espacios del Palacio de Justicia de la Nación,y adjudicar a la firma “JM SERVICIOS LOGISTICOS S.R.L.” $ 113.328.000,00.",Subdirección de Infraestrcutura,Subdirección de Infraestrcutura
7143,2025-12-23,"Documental en revisión - Falta planos, CV, Antecedentes.",Subdirección de Infraestrcutura,Subdirección de Infraestrcutura
7142,1970-01-01,"Con resolución N° 3025/2025 “JM SERVICIOS LOGISTICOS S.R.L.”, por la suma total de pesos ciento cincuenta y cinco millones doscientos mil doscientos ochenta ($ 155.200.280,00.-)",Subdirección de Infraestrcutura,Subdirección de Infraestrcutura
7142,1970-01-01,"Documental en revisión - Falta planos, CV, Antecedentes.",Subdirección de Infraestrcutura,Subdirección de Infraestrcutura
7150,2025-11-20,P.E.T EN REVISIÓN -Nueva versión con indumentaria agregada-,TESORERÍA,TESORERÍA
7150,2025-11-12,P.E.T EN REVISIÓN - Compartido con Jorge G.,TESORERÍA,TESORERÍA
3377,2025-11-27,PET Final -Van a solicitar cotizaciones en fecha 27/11/2025-,Operativo,Operativo
3377,2025-11-13,P.E.T EN REVISIÓN -,Operativo,Operativo
6828,1970-01-01,Pendiente prestar conformidad,En esta Dirección,En esta Dirección
5617,2025-12-03,se caratulo en papel licitacion publica bajo el N° de expediente 7630/25,direccion de administracion,
5617,2025-12-03,"archivo de las presentes actuaciones, dado que deberán tramitar en formato papel debido a que el procedimiento de contratación será mediante licitación",MESA DE ENTRADAS ADMINISTRATIVA - CSJN,
5617,2025-12-02,"Se eleva con presupuesto oficial estimado en $987.817.805,29",Correo electrónico Marcos Córdoba,Correo electrónico Marcos Córdoba
5617,2025-11-20,P.E.T en revisión,Correo electrónico Marcos Córdoba,Correo electrónico Marcos Córdoba
7376,2025-11-27,"Se elevó con documental. Lucas Aníbal Ferrari “FLORY SERVICE”, por un monto de $ 7.795.840,00",Correo electrónico Marcos Córdoba,Compras
7376,,P.E.T en revisión,Correo electrónico Marcos Córdoba,Correo electrónico Marcos Córdoba
7096,1970-01-01,Documental en revisión,En esta Dirección,En esta Dirección
5735,1970-01-01,Pase a la Subdirección de Infraestrcutura - para evaluar ofertas /técnicas / conveniencia económica.,Subdirección de Infraestrcutura,Subdirección de Infraestrcutura
72742025,2025-12-04,Documental en revisión,En esta Dirección,En esta Dirección
72742025,2025-11-27,Documental en revisión,En esta Dirección,En esta Dirección
7375,2025-11-27,Se elevó con documental: Aserradero Vagol S.R.L $88.806.250.,Compras,Compras
7556,2025-01-26,Se conformó la nota SERELEX ARGENTINA SRL $62.696.470 (faltó acompañar el correo de sistemas),Correo electrónico Natalio Villalba,INFRAESTRUCTURA
7556,2025-01-26,Para conformar SERELEX ARGENTINA SRL $62.696.470,Correo electrónico Natalio Villalba,INFRAESTRUCTURA
7556,2025-12-26,Documental a completar (NV),Correo electrónico Natalio Villalba,INFRAESTRUCTURA
7556,2025-12-02,Ya tiene carátula- NV (Pedidos de cotización),Correo electrónico Natalio Villalba,INFRAESTRUCTURA
7556,2025-11-20,P.E.T en revisión,Correo electrónico Natalio Villalba,Correo electrónico Natalio Villalba
7238,2025-12-04,"Contratar la adquisición de un sistema de islas con puestos de trabajo, cajoneras rodantes y estanterías con las firmas ROYAL DOOR S.R.L. por la suma de $22.605.762,30.- y PRODMOBI S.A. por la suma de $453.600.-",Administración,Administración
7238,2025-11-28,Pendiente ver,En esta Dirección,En esta Dirección
6676,2025-12-12,Resolución 3123/2025 por la suma de $ 6.008.750. (por 4 meses de contratación),Compras,Despacho
6676,1970-01-01,"Se presta conformidad a la continuidad por el ´termino de 4 meses “DOMIN SERVICIOS GENERALES S.R.L.” monto total: $6.964.687,50",Compras,Compras
6677,2025-12-12,resolución N° 3124/2025 por la suma de 25.600.112 (por 4 meses de continuidad),Compras,Dirección de Despacho
6677,2025-12-01,"Se presta conformidad a la continuidad por el ´termino de 4 meses “DOMIN SERVICIOS GENERALES S.R.L.” monto total: $25.600.112,00",Compras,Compras
6675,2025-12-09,Presta conformidad a nuevo valor mensual $ 210.000.000 (2 meses $540.000.000),Compras,En esta Dirección
6675,2025-12-05,pendiente ver,Compras,En esta Dirección
6675,2025-12-01,"Se solicita la continuidad del servicio en los términos del art. 33 inc b). por el término de dos meses, ""LAREDO Y ASOCIADOS"".",Compras,Compras
6673,2025-12-12,Resolución 3109/2025 por la suma total de $ 77.424.000 (4 meses de continuidad),-,Dirección de Despacho
6673,1970-01-01,"Se presta conformidad a la continuidad del servicio: $ 77.424.000.-,mensual: $ 19.356.000.-, por el periodo de cuatro (4) meses o hasta el efectivo inicio del servicio que tramita por expediente n° 5557/2024, a partir del 1 de Enero de 2026.",Compras,Compras
6678,2025-12-15,Resolución 3128/2025 por la suma total de $ 71.780.000. (4 meses),Compras,Compras
6678,2025-12-01,"Se presta conformidad a la continuidad del servicio: “DISTRIBON S.R.L.”, por la suma total de pesos $ 71.780.000., mensual: $ 17.945.000.-, por el periodo de cuatro (4) meses o hasta el efectivo inicio del servicio que tramita por expediente n° 1545/2024, a partir del 1 de Enero de 2026.",Compras,Compras
3376,2025-12-02,Pendiente cierre de PET (Licitación),Patrimonial,Patrimonial
sn Solado Palacio,2025-12-02,Pendiente ver PET,Correo electrónico Juan Rubianes,Correo electrónico Juan Rubianes
5099,1970-01-01,Pendiente,Dpto. Operativo,Dpto. Operativo
6847,2025-12-03,"Contratación destinada a la provisión de una Plataforma Elevadora Móvil de Personas Tipo Mástil Unipersonal, y una Plataforma Elevadora Móvil de Personas tipo TijeraALLTURA & SUSTENTABLE S.A: Renglón 1: $ 19.600.000, Renglón 2: $ 37.280.000. Total: $ 56.880.000",Dpto. Seguridad e Higiene,Dpto. Seguridad e Higiene
4046,2025-12-29,"Con Reso 3420/2025: Adjudicar a la firma “FORMATO S.A.” los renglones A oferta alternativa- A4- 75 G/M². (210 × 297 MM) cantidad 6000 y renglón C RESMAS FORMATO A4- 90 G/M². (210 × 297 MM) cantidad 30, por la suma total de $ 29.129.910, y a la firma “PAPELERA PERGAMINO S.A.I.C.Y.A.” el renglón B FORMATO OFICIO 75 G/M². (216 × 343 MM) cantidad 1000 total $ 6.289.270.",Compras,Compras
4046,2025-12-22,Se responde el pase - 6 ofertas / -,Compras,Compras
4046,2025-11-12,Nota con P.E $ 40.753.620,Compras,Compras
74322025,2025-12-09,Se solicita la continuidad por el plazo de 4 meses con idéntico proveedor.,Compras,Compras
74322025,2025-12-04,Pendiente ver,En esta Dirección,En esta Dirección
7415,2025-12-05,Pendiente ver,En esta Dirección,En esta Dirección
6602,2025-12-22,Con reso 3373/2025 - PROVINCIA SEGUROS SRL $15.345.286 mensual (2 meses) total de : $30.690.572,Compras,Compras
6602,2025-12-09,Se rectifica el plazo solicitado para la continuidad del servicio por el término de dos (2) meses o hasta la efectiva adjudicación del servicio.,Compras,Compras
7612,2025-12-18,resolución n° 3260/2025 PRORROGA por 2 meses. Total de 14.217.578,-,Dirección de Despacho
7612,2025-11-12,Se presta conformidad a la continuidad del servicio $14.217.578 (Enero /Febrero 2026),Compras,Compras
7859,2025-12-12,se eleva con presupuesto oficial estimado en $ 119.820.028,Compras,Compras
4477,2025-12-23,Perito Tasadores aacompaña informe de valuación de edificios - (Pendiente dar curso al expte. principal 5099/25),Peritos Tasadores,En esta DIRECCIÓN
4477,2025-12-15,"Se realizó el pase a Peritos Tasadores para el sorteo, a fin de actualizar los montos de valores de los edificios para la tramitación de los Seguros Generales que tramitan ante el exediente n°5099/2025.",Peritos Tasadores,Mesa Administrativa
7083,1970-01-01,Se eleva con documental,Infraestructura,Infraestructura
7083,1970-01-01,Pendiente rta del proveedor (constituir domicilio CABA),Infraestructura,Infraestructura
7082,2025-12-23,"RESO 3380/2025 : contratación de trabajos de pulido, hidrolaqueado y cambio de piezas de madera en mal estado de conservación en distintos locales del Palacio de Justicia de la Nación sito en Talcahuano 550 de C.A.B.A., “JOAQUIN FABIAN ELIAS” ($ 14.849.999,50.-)",Infraestructura,Infraestructura
7082,2025-12-15,Se eleva con documental,Infraestructura,Infraestructura
7303,2025-12-26,"Con reso 3415/2025. contratación del servicio de reparación, limpieza y desinfección de los tanques cisterna y elevados del Palacio de Justicia, por el término de doce (12) meses, y adjudicar a la firma “GRUPO EFIA S.R.L.” por la suma total de pesos $ 5.999.978.",Contrataciones,Contrataciones
7303,2025-12-23,Se presta conformidad a la continuidad del trámite -,Contrataciones,Contrataciones
7303,2025-12-17,Se eleva con documental- Bio Efia $5.999.978,Contrataciones,Contrataciones
7303,2025-12-16,Para elevar con documental - Ofertas / documental,Dpto. operativo,Dpto. operativo
7630,,Se eleva para su caratulación,Dirección de adm.,Dirección de adm.
7679,2025-12-15,"Toma conocimiento y presta conformidad para seguir con el trámite por el monto de $3.171.571,00",-,Dirección de Gestion Interna e Infraestructura
7650,1970-01-01,"En trámite (corresponde al expediente n° 5377/2025 ""Consolidación y Mantenimiento de Fachadas Talcahuano y Tucumán y Obras Complementarias- Palacio de Justicia, Talcahuano 550 CABA )",Infraestructura,Infraestrcutura
7650,1970-01-01,En trámite,Infraestructura,Infraestrcutura
7884,2025-12-26,"Con Reso 3412/2025 : contratación directa por razones de urgencia de: trabajos menores de renovación de los solados, el cielorraso y la pintura en distintos locales del Palacio de Justicia de la Nación sito en Talcahuano 550 de C.A.B.A., y adjudicar a la firma “PROPARQ S.A.S.” $28.037.100",COMPRAS,Contrataciones
4236,2025-01-23,Solicita el archivo de las actuaciones,EN ESTA DIRECCIÓN,EN ESTA DIRECCIÓN
3538,2025-01-26,Solicita el archivo de las actuaciones,EN ESTA DIRECCIÓN,EN ESTA DIRECCIÓN
5250,2025-01-23,"En atención a lo solicitado, se informa que se toma intervención y se presta conformidad con lo actuado en las presentes actuaciones.Sin perjuicio de ello, corresponde señalar que lo requerido resulta ajeno al ámbito y jurisdicción de competencia de esta Subdirección de Infraestructura, excediendo las atribuciones que le son propias.En consecuencia, y a fin de dar adecuada continuidad al trámite, se giran las presentes actuaciones a la Dirección de Infraestructura Judicial del Consejo de la Magistratura, para su intervención y a los fines que estime corresponder.",EN ESTA DIRECCIÓN,EN ESTA DIRECCIÓN
5987,2025-01-26,Solicitar el Archivo de las actuaciones (labores en el edificio : Cuerpo Médico Forense .,EN ESTA DIRECCIÓN,EN ESTA DIRECCIÓN
6888,2025-01-23,"Solicita el Archivo de las actuaciones : intervención vinculada al reacondicionamiento del espacio que usufructúa el Taller de Mantenimiento Automotor, ubicado en el edificio sito en la calle Villarino N° 2010 de la Ciudad Autónoma de Buenos Aires, ya ha sido ejecutada mediante partida especial",EN ESTA DIRECCIÓN,EN ESTA DIRECCIÓN
7855,1970-01-01,Pendite ver - Vto de ofertas 24/2,EN ESTA DIRECCIÓN,EN ESTA DIRECCIÓN
