expte_code,anio,edificio,caratula,fecha_ingreso,ultima_gestion,se_giro_a,tipo_tramite,fecha,etiqueta,resolucion,dependencia_actual
4838,2025,MORGUE -JUNIN 760,"CONTRATACIÓN DE UN SERVICIO DE MANTENIMIENTO INTEGRAL PREVENTIVO, CORRECTIVO Y CONSERVACIÓN DE LOS MEDIOS DE ELEVACIÓN DE LA MORGUE JUDICIAL (JUNÍN 760 - CABA).",2025-09-22,Se remitieron los pedidos de cotización nuevamente por falta de cumplimiento de los requisitos del PET-,Subdirección de Infraestructura,,,EN TRÁMITE PARA ESTA DIRECCIÓN,no,Subdirección de Infraestructura
4839,2025,OTROS EDIFICIOS,"CONTRATACIÓN DE SERVICIO DE MANTENIMIENTO INTEGRAL PREVENTIVO, CORRECTIVO Y CONSERVACIÓN DE LOS MEDIOS DE ELEVACIÓN DEL ARCHIVO GENERAL (HIPOLITO YRIGOYEN 2041 – CABA), DIRECCIÓN GENERAL DE NOTIFICACIONES (JEAN JAURES 545 – CABA), CUERPO PERICIAL (BARTOLOME MITRE 718 / MAIPU 92) Y CUERPO MEDICO FORENSE (LAVALLE 1429 - CABA), PERTENECIENTES A LA CORTE SUPREMA DE JUSTICIA DE LA NACIÓN",2025-09-22,Se elevó con documental (Ascensores La Plata),Subdirección de Infraestructura,,2025-10-09,FINALIZÓ PARA ESTA DIRECCIÓN,no,Subdirección de Infraestructura
4840,2025,MORGUE -JUNIN 760,"CONTRATACIÓN DE UN SERVICIO DE MANTENIMIENTO INTEGRAL, PREVENTIVO Y CORRECTIVO DE LOS AIRES ACONDICIONADOS DE LA MORGUE JUDICIAL (JUNÍN 760 CABA)",2025-10-03,Se solicita el 19/11/2025 la extensión del mantenimiento de la oferta día hasta el día 12 de diciembre 2025.,Dirección de Administración,,2025-12-02,FINALIZÓ PARA ESTA DIRECCIÓN,no,INFRAESTRUCTURA
4836,2025,OTROS EDIFICIOS,"SERVICIO DE MANTENIMIENTO INTEGRAL PREVENTIVO Y CORRECTIVO DE LOS LOS AIRES ACONDICIONADOS DEL CUERPO MÉDICO FORENSE (LAVALLE 1429-CABA), OFICINA DE VIOLENCIA DOMÉSTICA (LAVALLE 1250-CABA) Y ARCHIVO GENERAL DE LA CORTE SUPREMA DE JUSTICIA DE LA NACIÓN (HIPÓLITO YRIGOYEN 2041- CABA)",2025-10-03,Se giró con nota de elevación mejor oferta TERMAIR $78.918.180,Direccion de Administración,,2025-10-03,FINALIZO PARA ESTA DIRECCIÓN,no,Dirección de Administración
5025,2025,OVD - LAVALLE 1250,PEDIDO ANUAL 2026- OFICINA DE VIOLENCIA DOMESTICA,2025-09-23,Pendiente ver,Subdirección de Infraestructura,,,PENDIENTE RESOLVER,no,Subdirección de Infraestructura
5475,2025,OVD - LAVALLE 1250,"CONTINUIDAD DEL SERVICIO DE MANTENIMIENTO INTEGRAL ,PREVENTIVO Y CORRECTIVO DE LOS EQUIPOS ACONDICIONADORES DE AIRE INSTALADOS EN EL EDIFICIO DEL CUERPO MEDICO FORENSE SITO EN LAVALLE 1429 - OC N° 302/2025",2025-09-23,"Tiene Reso 2160/2025 - Continuidad por el término de un (1) mes, y adjudicar la misma a la firma “ACLIMA DE ESCOFE VICTOR DANIEL” a partir del vencimiento de la orden de compra n° 302/2025",Subdirección de Infraestructura,,2025-09-23,PENDIENTE RESOLVER,2160/2025,Subdirección de Infraestructura
5494,2025,OTROS EDIFICIOS,"CONTINUIDAD DEL SERVICIO DE MANTENIMIENTO INTEGRAL, PREVENTIVO Y CORRECTIVO DE ASCENSORES, PLATAFORMA ELEVADORA Y MONTA EXPEDIENTES INSTALADOS EN DIVERSOS EDIFICIOS PERTENECIENTES A LA CORTE SUPREMA DE JUSTICIA DE LA NACIÓN - OC N° 213 Y 214/2025",2025-09-24,TIENE RESO 2247/2025 por el término de un (1) mes y adjudicar la misma a la firma “INGENIERIA CAAMAÑO S.A.” a partir del vencimiento de la orden de compra n° 213/2025 ($3.560.000) y “ELEVADORES INTEGRAL S.R.L.” a partir del vencimiento de la orden de compra n° 214/2025 ($920.000).,Dirección de Administración,,2025-09-29,FINALIZÓ PARA ESTE DIRECCIÓN,2247/2025,Dirección de Administración
6278,2025,PALACIO - TALCAHUANO 550,"INSTALACIÓN DE FAROLAS NUEVAS EN SECTORES PATRIMONIALES DEL PALACIO DE JUSTICIA” Talcahuano 550, CABA",2025-09-25,Se elevó con documental 17/10/2025- JM Servicios $5.800.028,Subdirección de Contrataciones CSJN,,2025-10-17,FINALIZÓ PARA ESTA DIRECCIÓN,no,Subdirección de Contrataciones
5507,2025,PALACIO - TALCAHUANO 550,"EJECUCIÓN Y PROVISIÓN DE SOLADO GRANÍTICO PARA LOS HALLES DE ACCESO DE TUCUMÁN Y LAVALLE Y DE ASCENSORES 7-8 Y 9-10, EN LA PLANTA BAJA DEL PALACIO DE JUSTICIA",2025-09-15,"Tiene RESO 2224/2025 contratación de la provisión y ejecución de solado granítico para los halls de acceso y ascensores de planta baja del Palacio de Justicia de la Nación, y adjudicar a la firma “JUAN BLANGINO S.A.” por la suma total de pesos treinta y siete millones cuarenta y dos mil ciento cincuenta ($37.042.150,00)",Subdirección de Contrataciones,,2025-09-25,FINALIZÓ PARA ESTE DIRECCIÓN,no,Subdirección de Contrataciones
6300,2025,PALACIO - TALCAHUANO 550,"""ACONDICIONAMIENTO Y PINTURA DEL SALÓN DE LOS PASOS PERDIDOS DEL PALACIO DE JUSTICIA""",2025-09-29,"Tiene RESO 2387/2025 - Se elevó con documental JM $178.529.220,00",SUBDIRECCIÓN DE COMPRAS,,2025-10-16,FINALIZÓ PARA ESTA DIRECCIÓN,2387/2025,Subdirección de Contrataciones CSJN
5878,2025,PALACIO - TALCAHUANO 550,"PROVISIÓN, COLOCACIÓN Y ARMADO DE NUEVOS MOBILIARIOS PARA DEPENDENCIAS CORTE SUPREMA JUSTICIA DE LA NACION",2025-10-03,"Resolución 2481/2025 “PRODMOBI S.A.”, por la suma total de pesos ciento setenta y un millones ochenta y tres mil noventa y nueve con cincuenta y un centavos ($ 171.083.099,51.",Dirección de Administración,,2025-10-24,FINALIZÓ PARA ESTA DIRECCIÓN,2481/2025,Dirección de Administración
5769,2025,OTROS EDIFICIOS,"""CONTINUIDAD DEL SERVICIO DE MANTENIMIENTO INTEGRAL PREVENTIVO Y CORRECTIVO DEL GRUPO ELECTROGENO DE EMERGENCIA INSTALADO EN EL EDIFICIO DEL CUERPO MEDICO FORENSE SITO EN LAVALLE 1429 Y DEL GRUPO ELECTROGENO DE EMERGENCIA INSTALADO EN EL EDIFICIO DE LA OVD SITO EN LAVALLE 1250 DE LA CABA - OC N° 330/2025""",2025-09-29,"Se prestó conformidad a la continuidad del trámite -1 mes BRUQUETAS SEBASTIAN JAVIER $260.800,00",Subdirección de Contrataciones,,2025-09-29,FINALIZÓ PARA ESTE DIRECCIÓN,no,Subdirección de Contrataciones
4894,2025,PALACIO - TALCAHUANO 550,AUTORIZACION DE USO DE ESPACIO P/ACTO HOMENAJE POR ANIVERSARIO DEL FALLO EN CAUSA N° 13/84 Y DE LA RES. N° 1/95-P S/DESTINO FINAL DE VICTIMAS DEL TERRORISMO DE ESTADO,2025-09-30,Toma conocimiento-,Institucionales,,2025-10-08,FINALIZÓ PARA ESTA DIRECCIÓN,no,En esta Dirección
5477,2025,PALACIO - TALCAHUANO 550,ES CONTRATACIÓN DIRECTA ---PARTIDA ESPECIAL CON CARGO A RENDIR PARA COMPRA DE BOTIQUINES DE PRIMEROS AUXILIOS PARA DEPENDECIAS DEL MAXIMO TRIBUNAL,2025-10-01,"Se prestó conformidad la oferta presentada por la firma Ever Safe S.R.L., por un monto total de $ 1.847.670",Subdirección de Contrataciones,,2025-10-01,FINALIZÓ PARA ESTE DIRECCIÓN,no,Subdirección de Contrataciones
6127,2025,PALACIO - TALCAHUANO 550,"Mantenimiento de membrana hidrófuga de la azotea del 9° piso, Palacio de Justicia, Talcahuano 550, –C.A.B.A.-”",2025-10-01,"RESO 3054/2025 APERTURA - LLAMADO A LICITACIÓN 9/12/2025 ($ 130.391.062,92)",Dirección de Administración,,2025-12-09,FINALIZÓ PARA ESTA DIRECCIÓN,no,Dirección de Administración
5474,2025,DaJuDeCO,ADQUISICIÓN DE INSUMOS PARA LOGÍSTICA CON DESTINO A LA DIRECCIÓN DE ASISTENCIA JUDICIAL EN DELITOS COMPLEJOS Y CRIMEN ORGANIZADO DEL PODER JUDICIAL DE LA NACIÓN,2025-10-02,"Resolución n° 2369/2025 “PITTELLI SANTIAGO” los renglones 1, 2, 3, 4 y 5 por la suma total de pesos un millón trescientos noventa y seis mil quinientos veinte ($1.396.520.-",Compras,,2025-10-16,FINALIZÓ PARA ESTA DIRECCIÓN,2369/2025,Compras
5475,2025,DaJuDeCO,ADQUISICIÓN DE CARROS DE LIMPIEZA PORTA ELEMENTOS CON DESTINO A LA DIRECCIÓN DE ASISTENCIA JUDICIAL EN DELITOS COMPLEJOS Y CRIMEN ORGANIZADO DEL PODER JUDICIAL DE LA NACIÓN,2025-10-02,"Resolucón 2348/2025 “PITTELLI SANTIAGO” el renglón 1 -ítems 1, 2, 3, 4, 5, 6 y 7- por la suma total de pesos tres millones doscientos cincuenta mil ocho ($3.250.008.-),",Administración,,2025-10-09,FINALIZÓ PARA ESTA DIRECCIÓN,2348/2025,Compras
6540,2025,PALACIO - TALCAHUANO 550,PROVISIÓN DE ESCÁNER LÁSER 3D DE ALTA PRECISIÓN CON SOFTWARE Y EQUIPAMIENTO INFORMÁTICO ASOCIADO,2025-10-06,"Reso 2591/2025 -adjudicar a la firma “GEOBAUEN S.R.L.” por la suma de : $ 69.950.000,00",Subdirección de Infraestrcutra (Marcos Córdoba),,2025-11-03,FINALIZÓ PARA ESTA DIRECCIÓN,2591/2025,Administración
SN Oficinas Inmigrantes,2025,OTROS EDIFICIOS,"""Readecuación de espacio destinado a oficinas – Avenida Inmigrantes 1950, C.A.B.A""",2025-10-06,No está en esta Dirección,Subdirección de Infraestrcutra (Marcos Córdoba),,,PENDIENTE RESOLVER,no,Subdirección de Infraestrcutra (Marcos Córdoba)
5048,2025,OVD - LAVALLE 1250,"""PROVISIÓN DE UNA BODEGA DE JARDÍN""",2025-10-08,Resolución 2482/2025 - adjudicar a la firma “GARGANO TOMAS EDUARDO” por la suma total de pesos un millón quinientos noventa mil ($ 1.590.000.-,En esta Dirección,,2025-10-24,PENDIENTE RESOLVER,2482/2025,Subdirección de Infraestructura
6288,2025,TALCAHUANO 450- VIAMONTE 1197- SAENZ PEÑA 1190,CONTRATACIÓN DEL SERVICIO DE LIMPIEZA INTEGRAL,2025-10-08,Viernes 30/1 - nos reenviaron la nueva planilla para pedir cotización desagregada por ítem (Augusto envía los correos el 2/2/2026) - Se solicitó el archivo del 7122/2023 y del 6255/2023),Compras,,2026-02-02,EN TRÁMITE PARA ESTA DIRECCIÓN,No tiene,Compras
EXP.morgue,2025,MORGUE JUDICIAL,ANTEPROYECTO INTEGRAL MORGUE,2025-10-09,NOTA DE ELEVACIÓN,DIRECCIÓN DE ADMINISTRACIÓN,,,EN TRÁMITE PARA ESTA DIRECCIÓN,No tiene,DIRECCIÓN DE ADMINISTRACIÓN
33902025,2025,PALACIO DE JUSTICIA,JUZ. FED. DE GARANTIAS N° 2 DE MAR DEL PLATA S/PERICIA TECNICA EN BIENES CULTURALES INCAUTADOS,2025-10-13,Se respondió oficio - solicitando que sirva informar la fecha y hora de la pericia-,Mesa administrativa,,2025-10-23,FINALIZÓ PARA ESTE DIRECCIÓN,No tiene,Dirección de Bibliotecas
5209,2025,DAJUDECO,ADQUISICIÓN DE INSUMOS DE REFRIGERACIÓN CON DESTINO A LA DIRECCIÓN DE ASISTENCIA JUDICIAL EN DELITOS COMPLEJOS Y CRIMEN ORGANIZADO DEL PODER JUDICIAL DE LA NACIÓN,2025-10-13,"RESOLUCION DA Nº 2489/2025 ($8.446.544,05)",Dirección de Administración,,2025-10-27,FINALIZÓ PARA ESTA DIRECCIÓN,No tiene,DIRECCIÓN DE ADMINISTRACIÓN
6133,2025,Morgue Judicial,CONVENIO FCE Y MORGUE JUDICIAL 1946,2025-10-13,Pendiente revisar,En esta Dirección,,,PENDIENTE RESOLVER,No tiene,En esta Dirección
6600,2025,CUERPO MÉDICO FORENSE,"CONTINUIDAD DEL SERVICIO DE MANTENIMIENTO INTEGRAL ,PREVENTIVO Y CORRECTIVO DE LOS EQUIPOS ACONDICIONADORES DE AIRE INSTALADOS EN EL EDIFICIO DEL CUERPO MEDICO FORENSE SITO EN LAVALLE 1429 - OC N° 389/2025",2025-10-24,"Resolución 2538/2025 - mantenimiento integral ,preventivo y correctivo de los equipos acondicionadores de aire instalados en el edificio del cuerpo medico forense por (4) meses o hasta el efectivo inicio del servicio que se tramita por Exp. 4836/2025 y adjudicar la misma a la firma “ACLIMA DE ESCOFE VICTOR DANIEL”, a partir del vencimiento de la orden de compra n° 389/2025 -Total: $ 4.960.000, a razón de pesos mensuales un millón doscientos cuarenta mil ($ 1.240.000), en un todo de acuerdo a lo manifestado",Dirección de Administración,,2025-10-31,FINALIZÓ PARA ESTA DIRECCIÓN,2538/2025,Dirección de Administración
6595,2025,BARTOLOMÉ MITRE 718,"CONTINUIDAD DEL SERVICIO DE MANTENIMIENTO INTEGRAL, PREVENTIVO Y CORRECTIVO CON ATENCION DIARIA DE LA INSTALACION TERMOMECANICA DEL EDIFICIO BARTOLOME MITRE 718 OC N° 386/2025",2025-10-24,"Resolución 2531/2025 servicio de mantenimiento integral, preventivo y correctivo con atención diaria de la instalación termomecanica del edificio Bartolome Mitre 718,(4) meses o hasta el efectivo inicio del servicio que se tramita por Exp. N° 4837/2025 “ACLIMA DE ESCOFE VICTOR DANIEL”,al vto. OC n° 386/2025 -POR LA SUMA TOTAL DE:$ 4.800.000 y mensual de $ 1.200.000),",En esta Dirección,,2025-10-30,FINALIZÓ PARA ESTA DIRECCIÓN,2531/2025,Dirección de Administración
6593,2025,MORGUE JUDICIAL,CONTINUIDAD DEL SERVICIO DE MANTENIMIENTO INTEGRAL PREVENTIVO Y CORRECTIVO DE LOS EQUIPOS DE AIRE ACONDICIONADO INSTALADO EN EL EDIFICIO SEDE DE LA MORGUE JUDICIAL SITO EN JUNIN 760/VIAMONTE 2151 DE LA CABA - OC N° 388/2025,2025-10-24,"Resolución 2535/2025 - Morgue judicial sito en junin 760/viamonte 2151 de la caba, (4) meses o hasta el efectivo inicio del servicio que se tramita por Exp. 4840/2025 “ACLIMA DE ESCOFE VICTOR DANIEL”, al Vto OC n° 388/2025 -suma total: mil $ 7.800.000 y mensual $ 1.950.000.",En esta Dirección,,2025-10-31,FINALIZÓ PARA ESTA DIRECCIÓN,2535/2025,Dirección de Administración
6597,2025,PALACIO DE JUSTICIA,"CONTINUIDAD DEL SERVICIO DE MANTENIMIENTO INTEGRAL, PREVENTIVO Y CORRECTIVO DE ASCENSORES, PLATAFORMA ELEVADORA Y MONTA EXPEDIENTES INSTALADOS EN DIVERSOS EDIFICIOS PERTENECIENTES A LA CORTE SUPREMA DE JUSTICIA DE LA NACIÓN - OC N° 413 Y 414/2025",2025-10-24,"Resolución 2537/2025. Por el término de 4 meses o hasta el efectivo inicio de los servicios (expte. 4838/2025 y 4839/2025): “INGENIERIA CAAMAÑO S.A.” al vto OC n° 413/2025 -($ 14.240.000 - mensual: $ 3.560.000 y“ELEVADORES INTEGRAL S.R.L.” al vto oc n° ° 414/2025 : ($ 5.252.000), (mensual: $ 1.313.000).",Dirección de administración,,2025-10-31,FINALIZÓ PARA ESTA DIRECCIÓN,2537/2025,Dirección de Admininstración
6599,2025,JEAN JAURES 545,"CONTINUIDAD DEL SERVICIO DE MANTENIMIENTO INTEGRAL,PREVENTIVO,CORRECTIVO Y CON ATENCION DIARIA DE LA INSTALACION TERMOMECANICA DEL EDIFICIO DE LA CALLE JEAN JAURES 545 DE LA CIUDAD AUTONOMA DE BUENOS AIRES - N° OC 390/2025",2025-10-24,"Resolución 2529/2025 - servicio de mantenimiento integral, preventivo y correctivo y con atención diaria para la instalación termomecánica Jean Jaures n° 545 por (4) meses o hasta el efectivo inicio del servicio que tramita por expediente n° 4837/2025 Adjudicar a “ TEKNIK S.R.L.”, a partir del vto OC ° 390/2025 -MONTO TOAL: $ 21.170.896. Y MENSUAL: $ 5.292.724.",Compras,,2025-10-30,FINALIZÓ PARA ESTA DIRECCIÓN,2529/2025,Dirección de Administración
6594,2025,LAVALLE 1250,"CONTINUIDAD DEL SERVICIO DE MANTENIMIENTO INTEGRAL, PREVENTIVO Y CORRECTIVO DE LOS EQUIPOS DE AIRE ACONDICIONADO CORRESPONDIENTE A LOS LOCALES DESTINADOS A LA OFICINA DE VIOLENCIA DOMESTICA SITA EN LA CALLE LAVALLE 1250 DE ESTA CIUDAD - N° OC 387/2025",2025-10-24,"Resolución 2530/2025- servicio de mantenimiento integral, preventivo y correctivo de los equipos termomecánicos - OVD , (4) meses o hasta el efectivo inicio del servicio que tramita por expediente n° 4836/2025. “TEKNIK S.R.L.” O.C N°° 387/2025 -POR LA SUMA TOTAL DE :$ 7.367.044 y MENSUAL: $ 1.841.761.",Compras,,2025-10-30,FINALIZO PARA ESTA DIRCCIÓN,No tiene,SUBDIR. DE COMPRAS- APERTURAS Y NOTIFICACIONES
6674,2025,"(TALCAHUANO 550), CUERPO MÉDICO FORENSE (LAVALLE 1429) Y OFICINA DE VIOLENCIA DOMÉSTICA (LAVALLE 1250)","CONTINUIDAD DEL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LOS GRUPOS ELECTRÓGENOS DEL PALACIO DE JUSTICIA DE LA NACIÓN (TALCAHUANO 550), CUERPO MÉDICO FORENSE (LAVALLE 1429) Y OFICINA DE VIOLENCIA DOMÉSTICA (LAVALLE 1250) - OC N° 419/2025",2025-10-27,"RESOLUCIÓN 2541/2025- (01) grupo electrógeno de emergencia, instalado en el edificio del Cuerpo Médico Forense,y de un (01) grupo electrógeno de emergencia, instalado en OVD por el término de un (1) mes y - “BRUQUETAS SEBASTIAN JAVIER”, a partir del vencimiento de la orden de compra n° 419/2025 -en los mismos términos y condiciones técnicas y económicas oportunamente pactados en la orden de compra mencionada-, por la suma total de pesos doscientos sesenta mil ochocientos ($ 260.800.-), a razón de pesos por grupo electrógeno ciento treinta mil cuatrocientos ($ 130.400).",Dirección de Administración,,2025-10-31,FINALIZÓ PARA ESTA DIRECCIÓN,2541/2025,Dirección de Administración
6847,2025,PALACIO DE JUSTICIA,PROVISIÓN DE PLATAFORMA ELEVADORA MÓVIL DE PERSONAS (PEMP) DESTINADO A LA SUBDIRECCION DE INFRAESTRUCTURA (,2025-10-30,Se caratuló,No está en esta Dirección,,2025-10-30,PENDIENTE RESOLVER,No tiene,No está en esta Dirección
5230,2025,VARIOS EDIFICIOS,"""RENOVACION DEL SERVICIO DE DESRATIZACION DESINSECTACION DESINFECCION Y CONTROL DE MURCIELAGOS EN DIVERSOS EDIFICIOS DEPENDIENTES DE LA CSJN - OC N° 177/2024""",2025-10-27,"Resolución 2539/2025. Por el término de 12 meses. GRUPO EFIA SRL $62.999.999,36 ($4.833.333,28 Mensuales y $5.000.000 por tareas especiales de única vez).",Subdirección de Contrataciones,,2025-10-31,FINALIZÓ PARA ESTÁ DIRECCIÓN,2539/2025,Subdirección de Contrataciones
6815,2025,PALACIO DE JUSTICIA,"PROVISIÓN E INSTALACIÓN DE SISTEMA DE SONIDO PARA EL SALÓN DE DERECHOS HUMANOS DEL PALACIO DE JUSTICIA (TALCAHUANO 550, CABA)",2025-10-29,"Con RESO 2693/2025. Contratar con la firma VIDITEC S.A. la provisión e instalación de un sistema de sonido para el salón de Derechos Humanos del Palacio de Justicia, por la suma total de $104.306.480,00.-",Compras,,2025-11-10,finalizó para esta Dirección,2693/2025,Compras
6849,2025,PALACIO DE JUSTICIA,PROVISIÓN DE EQUIPAMIENTO DE MANEJO DE VIDEO PARA SALA DE AUDIENCIAS UBICADA EN LA PLANTA BAJA DEL PALACIO DE JUSTICIA,2025-10-30,Se elevó con documental,Compras,,2025-11-11,FINALIZÓ PARA ESTA DIRECCIÓN,No tiene,COMPRAS
6598,2025,Jean Jaures 545,CONTINUIDAD DEL SERVICIO DE MANTENIMIENTO INTEGRAL PREVENTIVO Y CORRECTIVO DE LOS ASCENSORES ELECTROMECANICOS INSTALADOS EN LOS EDIFICIOS SITO EN CALLE H YRIGOYEN 2041 Y EN LA CALLE JEAN JAURES 545 CABA Y LA PLATAFORMA HIDRAULICA INSTALADA EN EL EDICIFIO DE LA CALLE JEAN JAURES 545 CABA - N° OC 401/2025,2025-10-28,"Resolucón 2536/2025.mantenimiento integral preventivo y correctivo de los ascensores electromecánicos instalados en los edificios sito en calle H. Yrigoyen 2041 yJean Jaures 545 y la plataforma hidráulica instalada en Jean Jaures 545 CABA, (4) meses o hasta el efectivo inicio del servicio que tramita por expediente n° 4839/2025 firma “ASC TELEI S.R.L.” a partir del vto OC n° 401/2025 - por la suma total $ 5.520.000 y mensual $ 1.380.000.",No está en esta Dirección,,2025-10-31,FINALIZÓ PARA ESTE DIRECCIÓN,2536/2025,No está en esta Dirección
6823,2025,DAJUDECO,PROVISIÓN E INSTALACIÓN DE CAÑOS Y DEMÁS ACCESORIOS CON DESTINO A LA DIRECCIÓN DE ASISTENCIA JUDICIAL EN DELITOS COMPLEJOS Y CRIMEN ORGANIZADO DEL PODER JUDICIAL DE LA NACIÓN.,2025-11-04,Presta conformidad a la continuidad del trámite. Partida especial $1.700.000 (reparaciones : de dos bajadas de agua fría que van desde el 6to piso al 1er piso del edificio de esta Dirección. ),DIRECCIÓN DE ADMINISTRACIÓN,,2025-11-04,FINALIZÓ PARA ESTE DIRECCIÓN,No tiene,En esta Dirección
5756,2025,PALACIO DE JUSTICIA,"ANDREINI, NICOLAS S/ ACCESO A LA INFORMACIÓN PÚBLICA",2025-11-04,Se respondió Vencimiento 6/11/2025,INSTITUCIONALES,,2025-11-06,FINALIZÓ PARA ESTA DIRECCIÓN,No tiene,INSTITUCIONALES
6754,2025,PALACIO DE JUSTICIA,"CONTINUIDAD DEL SERVICIO ANUAL DE MANTENIMIENTO PREVENTIVO, CORRECTIVO Y DE URGENCIAS DE TRECE (13) CAMARAS FRIGORIFIAS PARA LA CONSERVACION DE CADAVERES Y MUESTRAS PATOLOGICAS INSTALADAS EN LA MORGUE JUDICIAL ORDEN DE COMPRA N° 467/2023",2025-11-05,"RESO 2999/2025 - por el término de 4 meses o hasta el efectivo inicio del servicio que tramita por expediente n° 4535/2025,firma “ISMATEC S.R.L.”, a partir del vto o.c n° 467/2023 -por la suma total de $ 23.220.000 y mensual de $5.805.000",Compras,,2025-12-01,FINALIZÓ PARA ESTA DIRECCIÓN,2999/2025,Compras
7143,2025,PALACIO DE JUSTICIA,ADECUACIÓN DE ESPACIOS PARA EXPOSICIÓN - NUEVO MUSEO - CSJN,2025-11-11,"Con reso 3416/2025 . contratación de trabajos menores de adecuación de espacios del Palacio de Justicia de la Nación,y adjudicar a la firma “JM SERVICIOS LOGISTICOS S.R.L.” $ 113.328.000,00.",Subdirección de Infraestrcutura,,2025-12-26,FINALIZÓ PARA ESTA DIRECCIÓN,3416/2025,Subdirección de Infraestrcutura
7142,2025,PALACIO DE JUSTICIA,NUEVA INSTALACIÓN ELÉCTRICA EN LOS ESPACIOS PARA EXPOSICIÓN - NUEVO MUSEO - CSJN,2025-11-11,"Con resolución N° 3025/2025 “JM SERVICIOS LOGISTICOS S.R.L.”, por la suma total de pesos ciento cincuenta y cinco millones doscientos mil doscientos ochenta ($ 155.200.280,00.-)",Subdirección de Infraestrcutura,,2025-12-03,PENDIENTE RESOLVER,3025/2025,Subdirección de Infraestrcutura
7150,2025,PALACIO DE JUSTICIA,ADQUISICION DE ZAPATOS DE VESTIR Y ZAPATOS DE SEGURIDAD,2025-11-12,P.E.T EN REVISIÓN -Nueva versión con indumentaria agregada- (OJO DEBE CARATULARSE NUEVAMENTE),TESORERÍA,,2025-11-20,EN TRÁMITE PARA ESTA DIRECCIÓN,No tiene,TESORERÍA
3377,2025,Palacio,RENOVACION DEL SERVICIO DE LIMPIEZA Y DESINFECCION DE LOS TANQUES CISTERNA DEL PALACIO DE JUSTICIA SITO EN TALCAHUANO 550 - OC N° 684/2024,2025-11-13,PET Final -Van a solicitar cotizaciones en fecha 27/11/2025-,Operativo,,2025-11-27,EN TRÁMITE PARA ESTA DIRECCIÓN,No tiene,Operativo
6828,2025,Palacio,INSUMOS PARA AREA AUDIOVISUAL,2025-11-17,Pendiente prestar conformidad,En esta Dirección,,2025-11-17,PENDIENTE RESOLVER,No tiene,En esta Dirección
5617,2026,PALACIO DE JUSTICIA,"TRABAJOS NECESARIOS QUE INCLUYE CERTIFICACIÓN, REPARACIONES, MANTENIMIENTO PREVIO, PUESTA EN MARCHA Y CONSERVACIÓN DE LOS SISTEMAS DE CALEFACCIÓN CENTRAL DEL PALACIO DE JUSTICIA PARA LA TEMPORADA INVERNAL 2026",2025-12-03,se caratulo en papel licitacion publica bajo el N° de expediente 7630/25,direccion de administracion,,2025-12-03,FINALIZÓ PARA ESTA DIRECCIÓN,No tiene,COMPRAS
7376,2025,Comodoro PY 2002,"“MANTENIMIENTO HIGIENE Y DESMALEZAMIENTO PREDIO “INSTITUTO TECNICO JUDICIAL DRA. CECILIA GRIERSON” COMODORO PY 2002 , C.A.B.A",2025-11-20,"Se elevó con documental. Lucas Aníbal Ferrari “FLORY SERVICE”, por un monto de $ 7.795.840,00",Correo electrónico Marcos Córdoba,,2025-11-27,FINALIZÓ PARA ESTE DIRECCIÓN,No tiene,Compras
7096,2025,DAJUDECO,PROVISIÓN DE AIRES ACONDICIONADOS TIPO SPLIT Y BOMBAS PARA DRENAJE CON DESTINO A LA DIRECCIÓN DE ASISTENCIA JUDICIAL EN DELITOS COMPLEJOS Y CRIMEN ORGANIZADO DEL PODER JUDICIAL DE LA NACIÓN,2025-11-25,Documental en revisión,En esta Dirección,,2025-11-26,EN TRÁMITE PARA ESTA DIRECCIÓN,No tiene,En esta Dirección
5735,2025,PALACIO,5735/2025 FRIGOBAR PARA OFICINA 6002,2025-11-27,Pase a la Subdirección de Infraestrcutura - para evaluar ofertas /técnicas / conveniencia económica.,Subdirección de Infraestrcutura,,2025-11-27,FINALIZÓ PARA ESTE DIRECCIÓN,No tiene,Subdirección de Infraestrcutura
72742025,2025,DAJUDECO,"CONTRATACIÓN DEL SERVICIO DE DESARME Y RETIRO DE ANTENAS DE COMUNICACIONES, PROVISIÓN E INSTALACIÓN DE UN PARARRAYOS CON DESTINO A LA DIRECCIÓN DE ASISTENCIA JUDICIAL EN DELITOS COMPLEJOS Y CRIMEN ORGANIZADO DEL PODER JUDICIAL DE LA NACIÓN",2025-11-27,Documental en revisión,En esta Dirección,,2025-11-27,EN TRÁMITE PARA ESTA DIRECCIÓN,No tiene,En esta Dirección
7375,2025,PALACIO,PROVISIÓN Y ENTREGA DE MATERIALES PARA EL ARMADO DE SISTEMA DE APUNTALAMIENTO PROVISIONAL Y CONTENCIÓN DE SEGURIDAD,2025-11-27,Se elevó con documental: Aserradero Vagol S.R.L $88.806.250.,Compras,,2025-11-27,FINALIZÓ PARA ESTE DIRECCIÓN,No tiene,Compras
